20	;emp-20-1	;8	;90.2
21	;emp-21-1	;2	;120.8
22	;emp-22-1	;18	;400.7
23	;emp-23-1	;7	;160.6
24	;emp-24-1	;15	;80.4
25	;emp-25-1	;7	;90.3
26	;emp-26-1	;2	;160.6
27	;emp-27-1	;6	;20.5
28	;emp-28-1	;0	;0.8
29	;emp-29-1	;5	;540.5
30	;emp-30-1	;8	;400.6
1	;emp-1-1	;13	;360.6
2	;emp-2-1	;13	;300.9
3	;emp-3-1	;11	;300.1
4	;emp-4-1	;8	;0.3
5	;emp-5-1	;7	;40.7
6	;emp-6-1	;6	;90.5
7	;emp-7-1	;1	;120.1
8	;emp-8-1	;9	;810.8
9	;emp-9-1	;11	;30.2
10	;emp-10-1	;15	;40.1
11	;emp-11-1	;19	;20.7
12	;emp-12-1	;0	;180.2
13	;emp-13-1	;11	;30.2
14	;emp-14-1	;12	;70.8
15	;emp-15-1	;19	;400.4
16	;emp-16-1	;7	;0.6
17	;emp-17-1	;19	;540.0
18	;emp-18-1	;13	;150.7
19	;emp-19-1	;0	;200.3
20	;emp-20-1	;11	;0.0
21	;emp-21-1	;11	;0.3
22	;emp-22-1	;4	;350.5
23	;emp-23-1	;9	;240.0
24	;emp-24-1	;3	;160.9
25	;emp-25-1	;2	;50.4
26	;emp-26-1	;1	;200.3
27	;emp-27-1	;6	;60.2
28	;emp-28-1	;19	;0.4
29	;emp-29-1	;16	;90.1
30	;emp-30-1	;0	;60.5
1	;emp-1-1	;3	;0.9
2	;emp-2-1	;13	;50.7
3	;emp-3-1	;15	;120.6
4	;emp-4-1	;12	;80.0
5	;emp-5-1	;20	;60.2
6	;emp-6-1	;15	;240.9
7	;emp-7-1	;8	;0.6
8	;emp-8-1	;20	;300.0
9	;emp-9-1	;9	;40.5
10	;emp-10-1	;8	;250.9
11	;emp-11-1	;14	;180.8
12	;emp-12-1	;15	;280.0
13	;emp-13-1	;4	;320.2
14	;emp-14-1	;11	;420.2
15	;emp-15-1	;4	;100.1
16	;emp-16-1	;17	;0.3
17	;emp-17-1	;17	;120.5
18	;emp-18-1	;5	;300.6
19	;emp-19-1	;3	;490.7
20	;emp-20-1	;9	;160.0
21	;emp-21-1	;3	;80.8
22	;emp-22-1	;5	;180.1
23	;emp-23-1	;3	;420.0
24	;emp-24-1	;8	;0.5
25	;emp-25-1	;1	;140.3
26	;emp-26-1	;14	;360.4
27	;emp-27-1	;8	;300.9
28	;emp-28-1	;11	;200.8
29	;emp-29-1	;10	;180.8
30	;emp-30-1	;17	;60.1
1	;emp-1-1	;13	;240.2
2	;emp-2-1	;2	;450.1
3	;emp-3-1	;7	;320.0
4	;emp-4-1	;1	;20.9
5	;emp-5-1	;18	;320.3
6	;emp-6-1	;10	;90.9
7	;emp-7-1	;9	;210.9
8	;emp-8-1	;12	;0.4
9	;emp-9-1	;13	;720.6
10	;emp-10-1	;20	;270.9
11	;emp-11-1	;19	;100.1
12	;emp-12-1	;7	;40.7
13	;emp-13-1	;4	;0.2
14	;emp-14-1	;5	;20.2
15	;emp-15-1	;1	;180.6
16	;emp-16-1	;8	;80.2
17	;emp-17-1	;11	;210.2
18	;emp-18-1	;2	;120.2
19	;emp-19-1	;7	;300.0
20	;emp-20-1	;3	;280.2
21	;emp-21-1	;18	;90.4
22	;emp-22-1	;15	;40.9
23	;emp-23-1	;16	;560.6
24	;emp-24-1	;19	;0.2
25	;emp-25-1	;5	;0.0
26	;emp-26-1	;11	;630.4
27	;emp-27-1	;14	;80.3
28	;emp-28-1	;9	;0.2
29	;emp-29-1	;20	;420.6
30	;emp-30-1	;0	;90.5
1	;emp-1-1	;4	;180.6
2	;emp-2-1	;13	;320.1
3	;emp-3-1	;0	;140.4
4	;emp-4-1	;11	;270.3
5	;emp-5-1	;3	;180.3
6	;emp-6-1	;6	;240.5
7	;emp-7-1	;10	;640.2
8	;emp-8-1	;9	;180.9
9	;emp-9-1	;6	;490.5
10	;emp-10-1	;19	;320.8
11	;emp-11-1	;1	;80.1
12	;emp-12-1	;5	;40.9
13	;emp-13-1	;6	;0.8
14	;emp-14-1	;19	;10.5
15	;emp-15-1	;3	;180.4
16	;emp-16-1	;6	;270.9
17	;emp-17-1	;17	;90.8
18	;emp-18-1	;20	;80.8
19	;emp-19-1	;17	;0.2
20	;emp-20-1	;18	;480.9
21	;emp-21-1	;16	;350.2
22	;emp-22-1	;17	;100.6
23	;emp-23-1	;5	;270.4
24	;emp-24-1	;14	;60.2
25	;emp-25-1	;7	;400.5
26	;emp-26-1	;18	;160.9
27	;emp-27-1	;3	;60.4
28	;emp-28-1	;11	;160.7
29	;emp-29-1	;14	;50.9
30	;emp-30-1	;19	;100.7
1	;emp-1-1	;9	;20.5
2	;emp-2-1	;8	;20.5
3	;emp-3-1	;13	;90.9
4	;emp-4-1	;18	;90.7
5	;emp-5-1	;2	;180.7
6	;emp-6-1	;5	;630.0
7	;emp-7-1	;11	;200.3
8	;emp-8-1	;20	;210.2
9	;emp-9-1	;12	;80.8
10	;emp-10-1	;14	;120.4
11	;emp-11-1	;11	;630.4
12	;emp-12-1	;5	;100.2
13	;emp-13-1	;2	;60.9
14	;emp-14-1	;3	;0.9
15	;emp-15-1	;15	;160.3
16	;emp-16-1	;0	;490.3
17	;emp-17-1	;8	;90.9
18	;emp-18-1	;13	;50.8
19	;emp-19-1	;11	;160.2
20	;emp-20-1	;1	;140.3
21	;emp-21-1	;0	;120.7
22	;emp-22-1	;14	;320.9
23	;emp-23-1	;7	;0.9
24	;emp-24-1	;8	;420.5
25	;emp-25-1	;20	;400.8
26	;emp-26-1	;15	;480.1
27	;emp-27-1	;6	;350.3
28	;emp-28-1	;20	;140.3
29	;emp-29-1	;12	;0.9
30	;emp-30-1	;20	;0.8
1	;emp-1-1	;10	;420.3
2	;emp-2-1	;0	;320.4
3	;emp-3-1	;20	;50.2
4	;emp-4-1	;16	;180.1
5	;emp-5-1	;14	;90.6
6	;emp-6-1	;12	;360.2
7	;emp-7-1	;10	;420.4
8	;emp-8-1	;4	;150.2
9	;emp-9-1	;20	;210.2
10	;emp-10-1	;11	;640.7
11	;emp-11-1	;18	;0.0
12	;emp-12-1	;17	;360.6
13	;emp-13-1	;9	;0.4
14	;emp-14-1	;0	;0.8
15	;emp-15-1	;19	;450.1
16	;emp-16-1	;0	;0.1
17	;emp-17-1	;3	;0.0
18	;emp-18-1	;19	;360.1
19	;emp-19-1	;11	;0.5
20	;emp-20-1	;1	;80.9
21	;emp-21-1	;14	;90.2
22	;emp-22-1	;19	;40.9
23	;emp-23-1	;2	;160.0
24	;emp-24-1	;1	;90.9
25	;emp-25-1	;8	;640.5
26	;emp-26-1	;17	;400.1
27	;emp-27-1	;7	;640.4
28	;emp-28-1	;7	;250.8
29	;emp-29-1	;0	;0.0
30	;emp-30-1	;4	;90.2
1	;emp-1-1	;6	;320.4
2	;emp-2-1	;13	;320.6
3	;emp-3-1	;18	;0.3
4	;emp-4-1	;3	;80.6
5	;emp-5-1	;5	;120.4
6	;emp-6-1	;6	;480.1
7	;emp-7-1	;14	;210.9
8	;emp-8-1	;12	;480.0
9	;emp-9-1	;6	;50.6
10	;emp-10-1	;3	;50.4
11	;emp-11-1	;4	;0.7
12	;emp-12-1	;4	;350.5
13	;emp-13-1	;4	;160.8
14	;emp-14-1	;7	;450.4
15	;emp-15-1	;13	;150.8
16	;emp-16-1	;17	;180.5
17	;emp-17-1	;14	;0.4
18	;emp-18-1	;18	;0.3
19	;emp-19-1	;9	;60.6
20	;emp-20-1	;8	;270.4
21	;emp-21-1	;8	;250.2
22	;emp-22-1	;5	;120.0
23	;emp-23-1	;15	;180.1
24	;emp-24-1	;4	;360.4
25	;emp-25-1	;15	;90.0
26	;emp-26-1	;10	;240.1
27	;emp-27-1	;7	;0.8
28	;emp-28-1	;18	;150.9
29	;emp-29-1	;11	;280.8
30	;emp-30-1	;5	;0.3
1	;emp-1-1	;18	;270.9
2	;emp-2-1	;2	;120.0
3	;emp-3-1	;8	;0.0
4	;emp-4-1	;10	;720.3
5	;emp-5-1	;12	;0.8
6	;emp-6-1	;1	;540.2
7	;emp-7-1	;5	;0.0
8	;emp-8-1	;15	;20.5
9	;emp-9-1	;17	;200.2
10	;emp-10-1	;9	;400.2
11	;emp-11-1	;20	;100.8
12	;emp-12-1	;7	;0.4
13	;emp-13-1	;1	;350.5
14	;emp-14-1	;10	;0.6
15	;emp-15-1	;2	;0.8
16	;emp-16-1	;2	;450.4
17	;emp-17-1	;12	;280.1
18	;emp-18-1	;2	;100.5
19	;emp-19-1	;12	;0.6
20	;emp-20-1	;18	;100.4
21	;emp-21-1	;11	;0.3
22	;emp-22-1	;5	;810.7
23	;emp-23-1	;18	;0.2
24	;emp-24-1	;12	;90.5
25	;emp-25-1	;0	;0.7
26	;emp-26-1	;17	;90.0
27	;emp-27-1	;5	;80.4
28	;emp-28-1	;8	;630.5
29	;emp-29-1	;11	;450.1
30	;emp-30-1	;14	;30.2
1	;emp-1-1	;9	;0.9
2	;emp-2-1	;16	;160.2
3	;emp-3-1	;17	;640.1
4	;emp-4-1	;19	;280.6
5	;emp-5-1	;20	;360.9
6	;emp-6-1	;13	;100.2
7	;emp-7-1	;8	;40.3
8	;emp-8-1	;3	;0.1
9	;emp-9-1	;6	;20.0
10	;emp-10-1	;1	;420.4
11	;emp-11-1	;16	;0.9
12	;emp-12-1	;0	;0.8
13	;emp-13-1	;14	;0.2
14	;emp-14-1	;4	;120.2
15	;emp-15-1	;10	;0.7
16	;emp-16-1	;16	;150.0
17	;emp-17-1	;5	;0.6
18	;emp-18-1	;20	;140.3
19	;emp-19-1	;0	;480.8
20	;emp-20-1	;14	;360.7
21	;emp-21-1	;20	;80.6
22	;emp-22-1	;0	;60.6
23	;emp-23-1	;17	;0.1
24	;emp-24-1	;8	;150.9
25	;emp-25-1	;0	;40.4
26	;emp-26-1	;8	;300.8
27	;emp-27-1	;19	;20.9
28	;emp-28-1	;1	;0.1
29	;emp-29-1	;3	;360.7
30	;emp-30-1	;0	;0.7
1	;emp-1-1	;1	;80.5
2	;emp-2-1	;10	;200.0
3	;emp-3-1	;11	;0.9
4	;emp-4-1	;12	;320.8
5	;emp-5-1	;14	;150.1
6	;emp-6-1	;16	;270.0
7	;emp-7-1	;7	;200.8
8	;emp-8-1	;0	;810.1
9	;emp-9-1	;5	;140.6
10	;emp-10-1	;10	;140.2
11	;emp-11-1	;2	;0.8
12	;emp-12-1	;5	;0.6
13	;emp-13-1	;13	;0.1
14	;emp-14-1	;16	;40.2
15	;emp-15-1	;2	;280.0
16	;emp-16-1	;11	;0.1
17	;emp-17-1	;15	;250.0
18	;emp-18-1	;18	;60.6
19	;emp-19-1	;7	;0.6
20	;emp-20-1	;2	;120.1
21	;emp-21-1	;14	;280.9
22	;emp-22-1	;0	;0.3
23	;emp-23-1	;6	;270.9
24	;emp-24-1	;18	;350.2
25	;emp-25-1	;5	;30.2
26	;emp-26-1	;15	;320.3
27	;emp-27-1	;7	;80.9
28	;emp-28-1	;13	;0.1
29	;emp-29-1	;4	;360.3
30	;emp-30-1	;9	;10.9
1	;emp-1-1	;8	;80.1
2	;emp-2-1	;11	;40.7
3	;emp-3-1	;11	;720.4
4	;emp-4-1	;16	;640.1
5	;emp-5-1	;5	;640.1
6	;emp-6-1	;4	;60.4
7	;emp-7-1	;2	;120.2
8	;emp-8-1	;7	;120.7
9	;emp-9-1	;19	;250.5
10	;emp-10-1	;11	;180.9
11	;emp-11-1	;1	;0.4
12	;emp-12-1	;1	;400.5
13	;emp-13-1	;18	;0.9
14	;emp-14-1	;2	;280.2
15	;emp-15-1	;16	;180.2
16	;emp-16-1	;0	;0.2
17	;emp-17-1	;0	;40.8
18	;emp-18-1	;12	;720.0
19	;emp-19-1	;10	;320.0
20	;emp-20-1	;8	;240.5
21	;emp-21-1	;3	;140.2
22	;emp-22-1	;4	;490.7
23	;emp-23-1	;11	;0.1
24	;emp-24-1	;7	;180.4
25	;emp-25-1	;4	;70.7
26	;emp-26-1	;20	;250.5
27	;emp-27-1	;0	;250.6
28	;emp-28-1	;7	;210.5
29	;emp-29-1	;13	;70.1
30	;emp-30-1	;8	;160.6
1	;emp-1-1	;11	;400.0
2	;emp-2-1	;18	;450.5
3	;emp-3-1	;2	;200.0
4	;emp-4-1	;18	;0.1
5	;emp-5-1	;10	;50.8
6	;emp-6-1	;12	;200.5
7	;emp-7-1	;19	;450.1
8	;emp-8-1	;13	;640.4
9	;emp-9-1	;10	;560.6
10	;emp-10-1	;13	;150.9
11	;emp-11-1	;13	;90.5
12	;emp-12-1	;12	;0.4
13	;emp-13-1	;14	;0.6
14	;emp-14-1	;12	;630.5
15	;emp-15-1	;12	;630.1
16	;emp-16-1	;4	;0.8
17	;emp-17-1	;11	;60.6
18	;emp-18-1	;2	;420.8
19	;emp-19-1	;1	;480.5
20	;emp-20-1	;4	;540.3
21	;emp-21-1	;6	;0.6
22	;emp-22-1	;15	;150.3
23	;emp-23-1	;10	;30.9
24	;emp-24-1	;18	;560.3
25	;emp-25-1	;1	;0.5
26	;emp-26-1	;8	;0.3
27	;emp-27-1	;15	;300.4
28	;emp-28-1	;13	;540.6
29	;emp-29-1	;16	;210.7
30	;emp-30-1	;12	;30.0
1	;emp-1-1	;5	;0.0
2	;emp-2-1	;19	;240.5
3	;emp-3-1	;11	;0.9
4	;emp-4-1	;15	;240.8
5	;emp-5-1	;2	;0.5
6	;emp-6-1	;19	;720.2
7	;emp-7-1	;0	;420.6
8	;emp-8-1	;19	;350.6
9	;emp-9-1	;9	;0.7
10	;emp-10-1	;1	;120.1
11	;emp-11-1	;4	;90.5
12	;emp-12-1	;5	;420.5
13	;emp-13-1	;11	;420.3
14	;emp-14-1	;12	;20.8
15	;emp-15-1	;19	;0.3
16	;emp-16-1	;19	;270.7
17	;emp-17-1	;8	;160.0
18	;emp-18-1	;3	;400.8
19	;emp-19-1	;18	;240.6
20	;emp-20-1	;20	;280.0
21	;emp-21-1	;6	;120.8
22	;emp-22-1	;10	;20.4
23	;emp-23-1	;9	;480.6
24	;emp-24-1	;3	;120.6
25	;emp-25-1	;11	;160.2
26	;emp-26-1	;2	;810.4
27	;emp-27-1	;16	;20.0
28	;emp-28-1	;16	;240.2
29	;emp-29-1	;17	;0.5
30	;emp-30-1	;17	;540.8
1	;emp-1-1	;16	;0.6
2	;emp-2-1	;18	;120.8
3	;emp-3-1	;7	;0.6
4	;emp-4-1	;8	;250.1
5	;emp-5-1	;18	;100.6
6	;emp-6-1	;6	;540.2
7	;emp-7-1	;14	;10.3
8	;emp-8-1	;0	;120.4
9	;emp-9-1	;20	;40.1
10	;emp-10-1	;17	;0.1
11	;emp-11-1	;7	;80.9
12	;emp-12-1	;3	;140.5
13	;emp-13-1	;6	;140.7
14	;emp-14-1	;7	;10.7
15	;emp-15-1	;5	;400.0
16	;emp-16-1	;12	;640.4
17	;emp-17-1	;10	;160.1
18	;emp-18-1	;12	;0.6
19	;emp-19-1	;11	;630.9
20	;emp-20-1	;16	;300.2
21	;emp-21-1	;17	;100.9
22	;emp-22-1	;20	;0.3
23	;emp-23-1	;20	;200.5
24	;emp-24-1	;16	;80.4
25	;emp-25-1	;7	;0.4
26	;emp-26-1	;2	;270.8
27	;emp-27-1	;19	;490.3
28	;emp-28-1	;6	;0.0
29	;emp-29-1	;17	;90.5
30	;emp-30-1	;7	;640.7
1	;emp-1-1	;19	;30.0
2	;emp-2-1	;13	;350.3
3	;emp-3-1	;1	;350.2
4	;emp-4-1	;14	;140.5
5	;emp-5-1	;7	;70.7
6	;emp-6-1	;11	;490.8
7	;emp-7-1	;6	;630.2
8	;emp-8-1	;14	;30.0
9	;emp-9-1	;3	;480.2
10	;emp-10-1	;9	;90.9
11	;emp-11-1	;18	;70.9
12	;emp-12-1	;17	;180.4
13	;emp-13-1	;15	;120.3
14	;emp-14-1	;0	;80.2
15	;emp-15-1	;13	;640.2
16	;emp-16-1	;8	;120.6
17	;emp-17-1	;14	;50.8
18	;emp-18-1	;7	;200.2
19	;emp-19-1	;16	;0.6
20	;emp-20-1	;10	;480.4
21	;emp-21-1	;7	;160.5
22	;emp-22-1	;20	;810.3
23	;emp-23-1	;8	;120.8
24	;emp-24-1	;3	;0.3
25	;emp-25-1	;2	;100.4
26	;emp-26-1	;20	;540.6
27	;emp-27-1	;1	;300.0
28	;emp-28-1	;17	;270.6
29	;emp-29-1	;19	;80.3
30	;emp-30-1	;12	;240.7
1	;emp-1-1	;5	;180.5
2	;emp-2-1	;16	;0.1
3	;emp-3-1	;18	;640.8
4	;emp-4-1	;15	;90.1
5	;emp-5-1	;17	;450.5
6	;emp-6-1	;16	;280.7
7	;emp-7-1	;4	;0.9
8	;emp-8-1	;19	;540.2
9	;emp-9-1	;3	;560.4
10	;emp-10-1	;18	;270.6
11	;emp-11-1	;11	;160.7
12	;emp-12-1	;12	;10.0
13	;emp-13-1	;11	;90.5
14	;emp-14-1	;2	;300.4
15	;emp-15-1	;12	;150.3
16	;emp-16-1	;0	;0.6
17	;emp-17-1	;11	;210.8
18	;emp-18-1	;13	;50.4
19	;emp-19-1	;15	;640.1
20	;emp-20-1	;20	;50.2
21	;emp-21-1	;9	;0.5
22	;emp-22-1	;13	;320.9
23	;emp-23-1	;2	;0.8
24	;emp-24-1	;16	;160.9
25	;emp-25-1	;19	;300.3
26	;emp-26-1	;8	;250.3
27	;emp-27-1	;14	;80.2
28	;emp-28-1	;0	;560.0
29	;emp-29-1	;9	;0.6
30	;emp-30-1	;9	;40.2
1	;emp-1-1	;7	;70.0
2	;emp-2-1	;14	;0.3
3	;emp-3-1	;16	;0.4
4	;emp-4-1	;14	;0.8
5	;emp-5-1	;20	;70.8
6	;emp-6-1	;16	;270.2
7	;emp-7-1	;14	;30.3
8	;emp-8-1	;4	;70.4
9	;emp-9-1	;20	;320.6
10	;emp-10-1	;3	;180.5
11	;emp-11-1	;2	;300.2
12	;emp-12-1	;13	;120.1
13	;emp-13-1	;4	;200.1
14	;emp-14-1	;10	;40.1
15	;emp-15-1	;3	;450.8
16	;emp-16-1	;15	;120.1
17	;emp-17-1	;4	;50.8
18	;emp-18-1	;18	;40.2
19	;emp-19-1	;18	;0.4
20	;emp-20-1	;0	;90.8
21	;emp-21-1	;0	;350.9
22	;emp-22-1	;8	;180.1
23	;emp-23-1	;2	;140.8
24	;emp-24-1	;5	;180.9
25	;emp-25-1	;9	;0.3
26	;emp-26-1	;17	;120.8
27	;emp-27-1	;5	;150.9
28	;emp-28-1	;6	;0.7
29	;emp-29-1	;1	;80.5
30	;emp-30-1	;4	;300.9
1	;emp-1-1	;18	;140.6
2	;emp-2-1	;6	;0.9
3	;emp-3-1	;16	;60.0
4	;emp-4-1	;19	;810.0
5	;emp-5-1	;12	;450.7
6	;emp-6-1	;10	;240.4
7	;emp-7-1	;11	;90.7
8	;emp-8-1	;10	;100.1
9	;emp-9-1	;1	;100.7
10	;emp-10-1	;14	;180.8
11	;emp-11-1	;6	;210.4
12	;emp-12-1	;15	;540.8
13	;emp-13-1	;3	;360.1
14	;emp-14-1	;10	;90.0
15	;emp-15-1	;13	;720.7
16	;emp-16-1	;20	;0.9
17	;emp-17-1	;10	;810.1
18	;emp-18-1	;14	;630.2
19	;emp-19-1	;6	;640.4
20	;emp-20-1	;5	;10.9
21	;emp-21-1	;8	;90.9
22	;emp-22-1	;8	;70.4
23	;emp-23-1	;5	;0.8
24	;emp-24-1	;4	;350.0
25	;emp-25-1	;15	;320.6
26	;emp-26-1	;4	;0.5
27	;emp-27-1	;7	;90.2
28	;emp-28-1	;2	;0.5
29	;emp-29-1	;17	;160.5
30	;emp-30-1	;3	;160.9
1	;emp-1-1	;1	;0.3
2	;emp-2-1	;4	;50.2
3	;emp-3-1	;13	;400.9
4	;emp-4-1	;18	;630.5
5	;emp-5-1	;6	;80.4
6	;emp-6-1	;20	;540.0
7	;emp-7-1	;16	;60.2
8	;emp-8-1	;19	;0.3
9	;emp-9-1	;19	;720.6
10	;emp-10-1	;0	;80.7
11	;emp-11-1	;18	;80.2
12	;emp-12-1	;2	;0.1
13	;emp-13-1	;15	;80.1
14	;emp-14-1	;11	;210.9
15	;emp-15-1	;18	;240.5
16	;emp-16-1	;4	;80.6
17	;emp-17-1	;12	;180.2
18	;emp-18-1	;15	;450.2
19	;emp-19-1	;14	;490.7
20	;emp-20-1	;17	;280.4
21	;emp-21-1	;0	;0.0
22	;emp-22-1	;12	;20.9
23	;emp-23-1	;20	;240.8
24	;emp-24-1	;13	;50.2
25	;emp-25-1	;8	;400.0
26	;emp-26-1	;18	;810.3
27	;emp-27-1	;8	;30.9
28	;emp-28-1	;1	;50.8
29	;emp-29-1	;16	;0.7
30	;emp-30-1	;14	;180.1
1	;emp-1-1	;0	;0.4
2	;emp-2-1	;14	;100.9
3	;emp-3-1	;15	;30.4
4	;emp-4-1	;11	;350.2
5	;emp-5-1	;0	;0.8
6	;emp-6-1	;8	;60.8
7	;emp-7-1	;11	;240.1
8	;emp-8-1	;15	;0.4
9	;emp-9-1	;19	;210.2
10	;emp-10-1	;15	;240.9
11	;emp-11-1	;13	;120.3
12	;emp-12-1	;9	;50.5
13	;emp-13-1	;17	;120.9
14	;emp-14-1	;17	;0.2
15	;emp-15-1	;0	;400.2
16	;emp-16-1	;3	;0.3
17	;emp-17-1	;17	;320.4
18	;emp-18-1	;18	;640.9
19	;emp-19-1	;1	;180.2
20	;emp-20-1	;15	;450.2
21	;emp-21-1	;1	;300.5
22	;emp-22-1	;2	;720.9
23	;emp-23-1	;11	;0.6
24	;emp-24-1	;3	;350.7
25	;emp-25-1	;11	;180.9
26	;emp-26-1	;13	;720.6
27	;emp-27-1	;4	;40.1
28	;emp-28-1	;17	;480.5
29	;emp-29-1	;0	;0.3
30	;emp-30-1	;5	;0.0
1	;emp-1-1	;12	;720.3
2	;emp-2-1	;4	;70.7
3	;emp-3-1	;8	;180.9
4	;emp-4-1	;8	;50.4
5	;emp-5-1	;13	;90.3
6	;emp-6-1	;3	;10.6
7	;emp-7-1	;2	;480.8
8	;emp-8-1	;13	;640.5
9	;emp-9-1	;0	;300.9
10	;emp-10-1	;3	;160.4
11	;emp-11-1	;2	;270.8
12	;emp-12-1	;20	;720.7
13	;emp-13-1	;15	;350.0
14	;emp-14-1	;3	;810.2
15	;emp-15-1	;12	;640.3
16	;emp-16-1	;19	;120.8
17	;emp-17-1	;13	;300.2
18	;emp-18-1	;7	;360.2
19	;emp-19-1	;0	;300.4
20	;emp-20-1	;0	;60.7
21	;emp-21-1	;4	;20.1
22	;emp-22-1	;7	;0.1
23	;emp-23-1	;14	;640.3
24	;emp-24-1	;13	;0.9
25	;emp-25-1	;4	;0.6
26	;emp-26-1	;14	;80.2
27	;emp-27-1	;10	;0.9
28	;emp-28-1	;19	;350.9
29	;emp-29-1	;0	;140.6
30	;emp-30-1	;17	;160.8
1	;emp-1-1	;8	;360.8
2	;emp-2-1	;4	;320.7
3	;emp-3-1	;14	;360.6
4	;emp-4-1	;19	;120.0
5	;emp-5-1	;13	;810.6
6	;emp-6-1	;0	;540.9
7	;emp-7-1	;4	;0.6
8	;emp-8-1	;5	;320.6
9	;emp-9-1	;19	;40.9
10	;emp-10-1	;2	;0.7
11	;emp-11-1	;14	;0.3
12	;emp-12-1	;6	;0.1
13	;emp-13-1	;5	;0.6
14	;emp-14-1	;17	;140.8
15	;emp-15-1	;16	;540.4
16	;emp-16-1	;16	;120.1
17	;emp-17-1	;2	;0.1
18	;emp-18-1	;9	;420.1
19	;emp-19-1	;19	;90.3
20	;emp-20-1	;11	;100.3
21	;emp-21-1	;6	;0.0
22	;emp-22-1	;11	;420.0
23	;emp-23-1	;17	;0.6
24	;emp-24-1	;16	;180.3
25	;emp-25-1	;12	;60.2
26	;emp-26-1	;15	;540.3
27	;emp-27-1	;14	;240.0
28	;emp-28-1	;4	;270.7
29	;emp-29-1	;16	;60.3
30	;emp-30-1	;7	;270.6
1	;emp-1-1	;18	;0.1
2	;emp-2-1	;14	;80.9
3	;emp-3-1	;5	;0.8
4	;emp-4-1	;9	;350.1
5	;emp-5-1	;13	;120.4
6	;emp-6-1	;8	;60.4
7	;emp-7-1	;6	;50.3
8	;emp-8-1	;6	;0.1
9	;emp-9-1	;0	;160.1
10	;emp-10-1	;5	;400.8
11	;emp-11-1	;6	;0.7
12	;emp-12-1	;20	;150.7
13	;emp-13-1	;3	;270.2
14	;emp-14-1	;20	;120.6
15	;emp-15-1	;11	;0.7
16	;emp-16-1	;6	;420.7
17	;emp-17-1	;3	;0.8
18	;emp-18-1	;16	;160.0
19	;emp-19-1	;9	;720.0
20	;emp-20-1	;20	;0.5
21	;emp-21-1	;13	;150.5
22	;emp-22-1	;20	;90.0
23	;emp-23-1	;5	;160.6
24	;emp-24-1	;15	;150.1
25	;emp-25-1	;16	;0.4
26	;emp-26-1	;7	;450.9
27	;emp-27-1	;3	;160.3
